Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
ISCBUL,300874055,1977.223062,1977,3,23,10,1,11,124.49,11.53,15.0,5.2,POINT (13858163.408854626 1292265.3635449682)
PIVS,3000002954,1978.007437,1978,1,3,17,8,58,124.4,11.7,50.0,3.5,POINT (13848144.654683232 1311585.307225945)
PIVS,3000003343,1978.71004,1978,9,17,3,57,15,124.1,11.44,12.0,3.0,POINT (13814748.807445249 1282041.9025228235)
ISCBUL,300898000,1979.237893,1979,3,28,19,56,35,124.78,11.42,40.0,5.3,POINT (13890446.061184676 1279770.4645072995)
PIVS,3000004101,1980.056138,1980,1,21,14,27,52,125.15,10.95,50.0,3.7,POINT (13931634.272778187 1226437.1308461332)
PIVS,3000004327,1980.300703,1980,4,20,8,35,26,124.47,11.75,33.0,3.7,POINT (13855937.019038761 1317269.89523635)
ISCBUL,301026391,1980.77542,1980,10,11,13,53,50,125.04,10.69,28.31,5.4,POINT (13919389.128790928 1196970.1664899823)
PIVS,3000005206,1981.417802,1981,6,2,11,56,35,124.04,11.49,36.0,3.8,POINT (13808069.637997655 1287721.200206286)
ISCBUL,301036183,1981.793227,1981,10,17,12,40,7,124.57,11.28,15.0,5.5,POINT (13867068.968118086 1263874.8659949654)
PIVS,3000005801,1982.154441,1982,2,26,8,54,26,124.89,10.62,33.0,3.3,POINT (13902691.205171935 1189041.0909989905)
PIVS,3000005918,1982.311508,1982,4,24,16,48,33,124.21,11.59,166.0,3.4,POINT (13826993.951432507 1299082.8228277883)
ISCBUL,710052,1982.428998,1982,6,6,14,1,23,124.74,10.6,0.0,3.3,POINT (13885993.281552944 1186775.9750006357)
ISCBUL,709563,1982.577063,1982,7,30,15,4,25,124.38,11.34,0.0,3.0,POINT (13845918.264867367 1270686.311006206)
ISCBUL,301062482,1982.93418,1982,12,7,23,25,4,124.79,11.04,17.0,5.1,POINT (13891559.256092608 1236643.231025683)
PIVS,3000007022,1983.297219,1983,4,19,11,38,13,124.32,11.17,50.0,3.2,POINT (13839239.09541977 1251390.9057042312)
PIVS,3000007134,1983.381746,1983,5,20,8,5,47,124.51,10.82,33.0,3.5,POINT (13860389.798670493 1211700.4541351388)
PIVS,3000007143,1983.386641,1983,5,22,2,58,37,124.25,11.3,220.0,3.6,POINT (13831446.731064241 1266145.1892046686)
ISCBUL,301157537,1984.001798,1984,1,1,15,50,21,124.89,11.02,49.1,5.4,POINT (13902691.205171935 1234374.9393668887)
PIVS,3000007995,1984.001825,1984,1,1,16,4,31,124.7,11.69,33.0,3.0,POINT (13881540.501921214 1310448.5130414972)
PIVS,3000008368,1984.470689,1984,6,21,17,49,35,124.48,11.17,33.0,3.0,POINT (13857050.213946696 1251390.9057042312)
PIVS,3000008412,1984.544143,1984,7,18,16,48,55,124.34,11.7,33.0,3.4,POINT (13841465.485235635 1311585.307225945)
PIVS,3000008458,1984.626512,1984,8,17,22,19,4,124.24,11.01,33.0,4.1,POINT (13830333.53615631 1233240.8513768238)
PIVS,3000008734,1985.020738,1985,1,8,13,39,43,124.7,10.8,33.0,3.3,POINT (13881540.501921214 1209433.8422168817)
PIVS,3000008759,1985.062672,1985,1,23,21,0,29,124.6,11.0,42.0,3.1,POINT (13870408.552841885 1232106.8018967598)
PIVS,3000008806,1985.194981,1985,3,13,4,2,0,124.6,11.4,33.0,3.2,POINT (13870408.552841885 1277499.1866471162)
PIVS,3000009095,1985.799653,1985,10,19,20,57,37,124.2,11.3,42.0,4.3,POINT (13825880.756524578 1266145.1892046686)
PIVS,3000009432,1986.792649,1986,10,17,7,36,28,124.6,11.8,33.0,4.7,POINT (13870408.552841885 1322955.5151757807)
ISCBUL,301251503,1987.944859,1987,12,11,20,57,48,124.96,11.27,10.0,5.0,POINT (13910483.569527464 1262739.7636821903)
PIVS,3000010140,1988.724928,1988,9,23,1,9,52,124.33,10.8,50.0,4.0,POINT (13840352.290327704 1209433.8422168817)
ISCBUL,301196567,1988.727661,1988,9,24,1,14,9,124.41,11.47,15.0,5.4,POINT (13849257.849591164 1285449.3604923305)
PIVS,3000010530,1990.107078,1990,2,9,2,0,7,124.23,11.09,33.0,4.2,POINT (13829220.341248376 1242314.6366999266)
PIVS,3000010558,1990.121729,1990,2,14,10,20,49,124.04,11.4,33.0,5.0,POINT (13808069.637997655 1277499.1866471162)
PIVS,3000010587,1990.176893,1990,3,6,13,35,12,124.52,11.58,312.0,4.3,POINT (13861502.993578423 1297946.4781431684)
PIVS,3000011139,1990.671245,1990,9,3,0,6,21,124.89,10.77,25.0,4.5,POINT (13902691.205171935 1206034.207229132)
PIVS,3000011295,1990.796228,1990,10,18,14,57,16,124.1,11.26,33.0,4.1,POINT (13814748.807445249 1261604.7008476956)
PIVS,3000011583,1991.196342,1991,3,13,15,57,19,124.49,11.68,72.0,4.4,POINT (13858163.408854626 1309311.759908521)
PIVS,3000012121,1991.704235,1991,9,15,1,5,49,124.85,10.91,20.0,5.6,POINT (13898238.425540205 1221902.083397157)
ISCBUL,301272629,1991.896083,1991,11,24,1,41,27,124.37,11.4,90.5,4.9,POINT (13844805.069959434 1277499.1866471162)
ISCBUL,301354366,1992.379891,1992,5,19,10,4,47,124.41,11.16,41.99,5.1,POINT (13849257.849591164 1250256.2356010065)
PIVS,3000012535,1992.379899,1992,5,19,10,9,3,124.42,10.72,7.0,4.8,POINT (13850371.044499097 1200368.9008205587)
PIVS,3000012849,1993.048851,1993,1,18,19,56,1,124.41,11.74,130.0,5.4,POINT (13849257.849591164 1316132.8952304705)
PIVS,3000012963,1993.372847,1993,5,17,2,8,35,124.91,11.07,20.0,5.8,POINT (13904917.5949878 1240045.958268184)
PIVS,3000013572,1994.727833,1994,9,23,15,49,14,124.36,11.54,12.0,5.0,POINT (13843691.8750515 1293401.5054129816)
PIVS,3000013762,1995.002003,1995,1,1,17,32,47,125.02,11.19,26.0,4.4,POINT (13917162.738975063 1253660.3632640482)
PIVS,3000013944,1995.296736,1995,4,19,7,24,23,124.63,11.11,7.0,5.1,POINT (13873748.137565685 1244583.4703616202)
ISCBUL,183787,1995.302897,1995,4,21,13,22,35,124.29,11.71,0.0,4.7,POINT (13835899.510695972 1312722.1424994597)
ISCBUL,301416132,1995.305543,1995,4,22,12,33,14,125.1,11.08,17.0,4.6,POINT (13926068.298238523 1241180.278098916)
ISCBUL,301313186,1995.486992,1995,6,27,18,2,58,124.61,10.71,35.0,4.7,POINT (13871521.74774982 1199235.951991461)
ISCBUL,301314598,1995.601273,1995,8,8,11,9,20,125.07,11.16,17.0,4.5,POINT (13922728.713514727 1250256.2356010065)
PIVS,3000014576,1996.008643,1996,1,4,4,7,25,124.62,11.59,41.0,4.8,POINT (13872634.942657754 1299082.8228277883)
PIVS,3000015308,1996.743549,1996,9,29,21,10,45,124.69,11.0,3.0,5.6,POINT (13880427.307013283 1232106.8018967598)
PIVS,3000015796,1996.95081,1996,12,14,22,43,54,124.76,11.44,38.0,4.4,POINT (13888219.671368811 1282041.9025228235)
PIVS,3000016468,1997.637821,1997,8,21,19,18,43,124.45,10.96,3.0,5.2,POINT (13853710.629222894 1227570.988333442)
PIVS,3000016513,1997.678342,1997,9,5,14,16,18,124.06,11.53,21.0,5.2,POINT (13810296.027813518 1292265.3635449682)
ISCBUL,1265194,1997.745691,1997,9,30,4,15,15,124.72,11.64,0.0,4.1,POINT (13883766.89173708 1304765.15713963)
PIVS,3000016818,1998.057823,1998,1,22,2,31,41,124.59,10.58,3.0,4.1,POINT (13869295.357933955 1184511.0069681902)
PIVS,3000017030,1998.298874,1998,4,20,2,8,0,124.55,11.27,6.0,5.3,POINT (13864842.578302221 1262739.7636821903)
ISCBUL,301525762,1998.301606,1998,4,21,2,3,53,124.91,10.98,100.0,4.6,POINT (13904917.5949878 1229838.818318008)
PIVS,3000017095,1998.391576,1998,5,23,22,12,21,124.8,11.68,6.0,4.3,POINT (13892672.451000541 1309311.759908521)
PIVS,3000017311,1998.608454,1998,8,11,2,3,12,124.88,10.9,9.0,4.3,POINT (13901578.010264002 1220768.4169744162)
ISCBUL,301476831,1999.012409,1999,1,5,12,42,9,125.02,11.33,125.17,4.3,POINT (13917162.738975063 1269550.9710396812)
PIVS,3000017790,1999.183554,1999,3,8,23,55,52,124.65,11.05,3.0,5.0,POINT (13875974.52738155 1237777.4347687596)
PIVS,3000018409,1999.953563,1999,12,15,1,12,30,124.43,11.29,4.0,5.5,POINT (13851484.239407033 1265010.0078233476)
PIVS,3000018638,2000.23492,2000,3,27,5,10,46,124.72,11.66,7.0,4.4,POINT (13883766.89173708 1307038.376646629)
ISCGEM,2000001645,2000.350913,2000,5,8,18,50,42,124.8,10.96,15.0,5.6,POINT (13892672.451000541 1227570.988333442)
PIVS,3000019320,2001.021201,2001,1,8,17,43,25,124.35,11.45,1.0,4.9,POINT (13842578.680143569 1283177.681682396)
ISCBUL,3454419,2001.228851,2001,3,25,12,43,51,124.63,11.1,1.0,5.5,POINT (13873748.137565685 1243449.0341084236)
ISCBUL,3454917,2001.403329,2001,5,28,5,9,52,124.12,11.28,16.0,4.6,POINT (13816975.197261117 1263874.8659949654)
ISCBUL,3344542,2001.854279,2001,11,8,19,28,48,124.89,11.54,0.0,4.1,POINT (13902691.205171935 1293401.5054129816)
ISCBUL,3456655,2001.972457,2001,12,21,22,43,37,124.93,11.01,44.0,4.4,POINT (13907143.98480367 1233240.8513768238)
PIVS,3000019972,2001.998937,2001,12,31,14,41,3,124.33,11.49,1.0,5.3,POINT (13840352.290327704 1287721.200206286)
ISCBUL,4283769,2002.407308,2002,5,29,16,1,12,124.72,11.3,30.0,4.9,POINT (13883766.89173708 1266145.1892046686)
ISCBUL,4284321,2002.694373,2002,9,11,10,42,31,124.96,10.71,10.0,4.9,POINT (13910483.569527464 1199235.951991461)
ISCBUL,4284330,2002.700251,2002,9,13,14,11,54,124.17,11.16,15.0,4.9,POINT (13822541.171800781 1250256.2356010065)
ISCBUL,4285300,2003.153803,2003,2,26,3,18,56,124.55,11.34,5.0,4.9,POINT (13864842.578302221 1270686.311006206)
ISCBUL,301634513,2003.667577,2003,9,1,15,58,34,124.6,10.81,200.0,4.1,POINT (13870408.552841885 1210567.1292920122)
ISCBUL,5538990,2004.083757,2004,1,31,17,43,39,124.72,10.98,1.0,4.8,POINT (13883766.89173708 1229838.818318008)
ISCBUL,301656344,2004.237631,2004,3,28,5,3,16,124.39,11.27,9.13,5.6,POINT (13847031.459775299 1262739.7636821903)
ISCBUL,5540517,2004.426863,2004,6,5,15,48,48,124.57,10.59,3.0,4.6,POINT (13867068.968118086 1185643.4725071313)
ISCBUL,301662578,2004.504639,2004,7,4,4,51,21,124.77,11.01,9.58,4.7,POINT (13889332.866276743 1233240.8513768238)
ISCBUL,6333039,2004.990323,2004,12,29,10,45,52,124.95,10.69,4.0,5.0,POINT (13909370.374619534 1196970.1664899823)
ISCBUL,7415216,2005.048355,2005,1,18,15,35,28,125.01,11.07,1.0,4.3,POINT (13916049.54406713 1240045.958268184)
ISCBUL,7415696,2005.119633,2005,2,13,15,59,5,124.52,11.48,21.0,4.6,POINT (13861502.993578423 1286585.2602175798)
ISCBUL,7416275,2005.19743,2005,3,14,1,28,58,124.2,11.17,32.0,4.3,POINT (13825880.756524578 1251390.9057042312)
ISCBUL,7416374,2005.214625,2005,3,20,8,6,57,124.62,11.04,1.0,4.7,POINT (13872634.942657754 1236643.231025683)
ISCBUL,6889741,2005.26111,2005,4,6,7,19,19,124.98,11.32,0.0,4.2,POINT (13912709.959343333 1268415.6707754876)
ISCBUL,7419407,2005.717085,2005,9,19,17,39,45,124.38,10.92,32.0,4.4,POINT (13845918.264867367 1223035.7879585926)
ISCBUL,7420767,2005.920145,2005,12,2,20,28,3,125.15,10.82,2.0,4.4,POINT (13931634.272778187 1211700.4541351388)
ISCBUL,7420827,2005.928222,2005,12,5,19,13,39,124.76,11.09,16.0,5.2,POINT (13888219.671368811 1242314.6366999266)
ISCBUL,8179055,2006.007744,2006,1,3,19,50,12,124.41,11.48,8.0,4.9,POINT (13849257.849591164 1286585.2602175798)
ISCBUL,8179566,2006.093132,2006,2,3,23,50,0,124.33,10.98,25.0,4.6,POINT (13840352.290327704 1229838.818318008)
ISCBUL,8182625,2006.586371,2006,8,3,0,36,26,124.43,11.42,6.0,4.6,POINT (13851484.239407033 1279770.4645072995)
ISCBUL,8476333,2006.903024,2006,11,26,14,29,34,124.26,11.71,0.0,4.3,POINT (13832559.925972175 1312722.1424994597)
PIVS,3000024117,2006.949117,2006,12,13,10,15,38,124.69,11.09,5.0,5.2,POINT (13880427.307013283 1242314.6366999266)
ISCBUL,10363590,2007.163523,2007,3,1,16,27,34,124.68,10.65,26.0,4.5,POINT (13879314.11210535 1192439.0430787436)
PIVS,3000024488,2007.287183,2007,4,15,19,43,31,124.87,11.54,17.0,4.6,POINT (13900464.815356072 1293401.5054129816)
ISCBUL,10364613,2007.320489,2007,4,27,23,29,10,124.39,11.54,4.0,4.9,POINT (13847031.459775299 1293401.5054129816)
ISCBUL,10366118,2007.552117,2007,7,21,12,32,35,124.66,11.2,19.0,5.0,POINT (13877087.722289484 1254795.1507951724)
ISCBUL,10366382,2007.614801,2007,8,13,9,39,10,124.96,10.67,1.0,4.7,POINT (13910483.569527464 1194704.530284309)
ISCBUL,10367198,2007.750474,2007,10,1,22,9,17,124.41,11.51,7.0,4.9,POINT (13849257.849591164 1289993.2011239135)
PIVS,3000025158,2007.978159,2007,12,24,0,40,12,124.91,10.66,1.0,4.5,POINT (13904917.5949878 1193571.76807499)
ISCBUL,12157655,2008.258961,2008,4,5,0,55,36,124.62,11.21,6.0,5.2,POINT (13872634.942657754 1255929.9775434723)
ISCBUL,301867075,2008.282828,2008,4,13,19,8,52,124.81,10.78,10.0,4.4,POINT (13893785.645908473 1207167.3812224693)
PIVS,3000026694,2009.079307,2009,1,29,22,43,45,124.75,10.96,4.0,5.5,POINT (13887106.476460878 1227570.988333442)
ISCBUL,13542426,2009.321851,2009,4,28,11,24,51,125.07,11.3,35.0,4.5,POINT (13922728.713514727 1266145.1892046686)
PIVS,3000027310,2009.650374,2009,8,26,9,16,50,124.58,11.44,61.0,5.4,POINT (13868182.163026022 1282041.9025228235)
ISCBUL,16733879,2010.010708,2010,1,4,21,47,54,124.19,11.02,0.0,4.1,POINT (13824767.561616646 1234374.9393668887)
ISCBUL,17240251,2010.142214,2010,2,21,21,47,45,124.88,11.09,39.0,4.9,POINT (13901578.010264002 1242314.6366999266)
ISCBUL,17240830,2010.223532,2010,3,23,14,8,11,124.59,10.61,1.0,4.9,POINT (13869295.357933955 1187908.514485616)
ISCBUL,17241406,2010.314997,2010,4,25,23,22,24,124.33,11.65,25.0,5.0,POINT (13840352.290327704 1305901.7464425538)
ISCBUL,301915807,2010.504534,2010,7,4,3,42,49,124.99,11.11,30.85,4.8,POINT (13913823.154251263 1244583.4703616202)
ISCBUL,17243611,2010.744733,2010,9,29,19,51,28,124.58,11.2,8.0,5.2,POINT (13868182.163026022 1254795.1507951724)
ISCBUL,17243698,2010.756673,2010,10,4,4,27,14,124.34,11.69,44.0,4.3,POINT (13841465.485235635 1310448.5130414972)
ISCBUL,602975917,2011.132951,2011,2,18,12,39,5,124.3,11.63,8.57,4.7,POINT (13837012.705603905 1303628.608700294)
ISCBUL,601884143,2011.135884,2011,2,19,14,20,30,124.97,11.39,8.0,4.9,POINT (13911596.7644354 1276363.6076817452)
ISCBUL,601885064,2011.267481,2011,4,8,15,8,4,124.43,10.94,1.0,4.9,POINT (13851484.239407033 1225303.3116459686)
PIVS,3000029587,2011.273241,2011,4,10,17,35,23,125.05,10.95,31.0,4.7,POINT (13920502.323698862 1226437.1308461332)
ISCBUL,603900116,2011.554186,2011,7,22,6,39,57,125.12,11.27,184.96,4.3,POINT (13928294.688054388 1262739.7636821903)
ISCBUL,601887503,2011.666324,2011,9,1,5,0,0,124.77,11.29,33.0,4.7,POINT (13889332.866276743 1265010.0078233476)
ISCBUL,601888196,2011.810367,2011,10,23,18,48,44,124.81,10.63,55.0,4.2,POINT (13893785.645908473 1190173.704577682)
ISCBUL,604895897,2012.048808,2012,1,18,21,53,47,124.43,10.68,34.0,4.9,POINT (13851484.239407033 1195837.329743653)
ISCBUL,604897529,2012.108296,2012,2,9,17,52,4,124.78,11.02,8.0,5.0,POINT (13890446.061184676 1234374.9393668887)
PIVS,3000031321,2012.506735,2012,7,4,23,19,29,124.38,11.52,3.0,5.4,POINT (13845918.264867367 1291129.2621277738)
PIVS,3000032383,2012.959013,2012,12,17,22,59,24,124.64,10.98,3.0,5.2,POINT (13874861.332473619 1229838.818318008)
ISCBUL,607731068,2013.378677,2013,5,19,5,12,52,124.96,10.72,103.0,4.3,POINT (13910483.569527464 1200368.9008205587)
ISCBUL,607731844,2013.431581,2013,6,7,12,39,13,124.32,11.45,6.0,4.8,POINT (13839239.09541977 1283177.681682396)
ISCBUL,607734068,2013.632454,2013,8,19,20,17,38,124.69,11.27,28.0,4.8,POINT (13880427.307013283 1262739.7636821903)
ISCBUL,607734086,2013.639095,2013,8,22,6,28,32,124.38,10.8,153.0,4.7,POINT (13845918.264867367 1209433.8422168817)
ISCBUL,610328706,2014.027501,2014,1,11,0,54,33,124.22,11.24,1.0,4.5,POINT (13828107.146340443 1259334.6934642775)
ISCBUL,610328850,2014.039912,2014,1,15,13,37,32,124.93,10.68,1.0,5.1,POINT (13907143.98480367 1195837.329743653)
ISCBUL,610332551,2014.378196,2014,5,19,0,59,46,124.68,11.26,13.0,5.5,POINT (13879314.11210535 1261604.7008476956)
PIVS,3000035291,2014.492632,2014,6,29,19,27,14,124.46,10.82,1.0,4.5,POINT (13854823.824130828 1211700.4541351388)
PIVS,3000035509,2014.607085,2014,8,10,14,3,59,124.85,10.66,7.0,4.3,POINT (13898238.425540205 1193571.76807499)
PIVS,3000036735,2015.387557,2015,5,22,10,59,59,124.24,11.47,1.0,5.1,POINT (13830333.53615631 1285449.3604923305)
PIVS,3000038629,2016.616357,2016,8,14,4,52,33,124.32,11.59,3.0,5.4,POINT (13839239.09541977 1299082.8228277883)
PIVS,3000040478,2017.51051,2017,7,6,8,3,53,124.71,11.13,4.0,6.5,POINT (13882653.696829148 1246852.4595509986)
ISCBUL,618853715,2017.512597,2017,7,7,2,21,11,124.65,10.58,2.0,4.5,POINT (13875974.52738155 1184511.0069681902)
PIVS,3000041448,2018.041903,2018,1,16,7,4,5,124.27,11.68,6.0,5.0,POINT (13833673.120880106 1309311.759908521)
ISCBUL,620446911,2018.043021,2018,1,16,16,51,55,124.08,11.37,35.0,4.6,POINT (13812522.417629384 1274092.569493434)
ISCBUL,621719663,2019.022939,2019,1,9,8,56,45,124.56,11.72,15.0,4.3,POINT (13865955.773210157 1313859.018899645)
ISCBUL,623958626,2020.166362,2020,3,2,1,18,57,124.71,11.32,33.35,5.4,POINT (13882653.696829148 1268415.6707754876)
ISCBUL,626383084,2020.70816,2020,9,16,21,28,22,124.23,11.61,9.51,4.7,POINT (13829220.341248376 1301355.6342621646)
ISCBUL,626679200,2020.925412,2020,12,5,15,1,59,124.59,11.47,21.06,4.1,POINT (13869295.357933955 1285449.3604923305)
