Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
ISCBUL,3456163,2001.82527,2001,10,29,5,21,41,124.78,9.66,22.0,4.7,POINT (13890446.061184676 1080477.3394657986)
ISCBUL,3352737,2001.949439,2001,12,13,13,5,0,124.19,9.59,0.0,4.3,POINT (13824767.561616646 1072573.7166959725)
ISCBUL,4282703,2002.034147,2002,1,13,11,7,27,124.27,10.01,6.0,5.1,POINT (13833673.120880106 1120020.3599912424)
ISCBUL,4284000,2002.526952,2002,7,12,8,5,47,124.67,9.72,16.0,4.8,POINT (13878200.917197416 1087253.1811108377)
ISCBUL,4286012,2003.478251,2003,6,24,13,28,44,124.44,9.62,2.0,4.8,POINT (13852597.434314962 1075960.783118498)
ISCBUL,301625786,2003.776001,2003,10,11,5,45,56,124.15,9.37,539.0,4.4,POINT (13820314.781984914 1047744.321611104)
PIVS,3000021761,2004.382226,2004,5,20,6,38,32,123.98,10.01,5.0,5.6,POINT (13801390.468550056 1120020.3599912424)
PIVS,3000021856,2004.497784,2004,7,1,16,29,1,124.67,9.83,22.0,5.2,POINT (13878200.917197416 1099678.7201644292)
PIVS,3000022615,2005.245254,2005,3,31,12,25,31,124.27,9.67,12.0,5.2,POINT (13833673.120880106 1081606.5623279861)
ISCBUL,7419863,2005.787897,2005,10,15,13,58,28,124.69,9.69,19.0,4.7,POINT (13880427.307013283 1083865.108837532)
ISCBUL,301778267,2005.974238,2005,12,22,14,19,30,124.14,9.25,511.17,4.8,POINT (13819201.587076982 1034207.6685288516)
ISCBUL,8181535,2006.404861,2006,5,28,18,34,58,124.81,9.75,22.0,5.3,POINT (13893785.645908473 1090641.5572689108)
ISCBUL,8181633,2006.421044,2006,6,3,16,20,44,124.65,10.16,106.0,4.6,POINT (13875974.52738155 1136980.3363054874)
ISCBUL,8183621,2006.762226,2006,10,6,5,5,44,123.94,9.28,26.0,4.7,POINT (13796937.688918326 1037591.3965613483)
ISCBUL,8184282,2006.860203,2006,11,10,23,22,49,123.93,9.81,23.0,4.4,POINT (13795824.494010393 1097419.2251742997)
ISCBUL,10364940,2007.383419,2007,5,20,22,45,13,123.77,9.5,13.0,4.9,POINT (13778013.375483468 1062414.3112675361)
ISCBUL,10367116,2007.737645,2007,9,27,5,45,57,124.08,9.75,26.0,4.4,POINT (13812522.417629384 1090641.5572689108)
ISCGEM,2000001949,2007.849796,2007,11,7,4,12,33,124.6,9.75,26.6,5.3,POINT (13870408.552841885 1090641.5572689108)
PIVS,3000026612,2009.01959,2009,1,8,3,36,40,124.72,9.6,28.0,5.1,POINT (13883766.89173708 1073702.705496413)
PIVS,3000027315,2009.651866,2009,8,26,22,20,52,123.86,9.53,572.0,5.6,POINT (13788032.129654866 1065800.4817516236)
ISCBUL,17240095,2010.113954,2010,2,11,14,14,28,124.5,9.83,35.0,4.9,POINT (13859276.603762558 1099678.7201644292)
ISCBUL,17242258,2010.462136,2010,6,18,16,18,45,124.47,10.27,34.0,4.9,POINT (13855937.019038761 1149422.7036022258)
ISCBUL,17243131,2010.655763,2010,8,28,8,28,55,124.52,9.77,4.0,4.9,POINT (13861502.993578423 1092900.6440182207)
PIVS,3000033626,2013.754262,2013,10,3,7,20,20,124.26,9.21,534.0,5.0,POINT (13832559.925972175 1029696.4798077717)
PIVS,3000033682,2013.786325,2013,10,15,0,12,30,124.04,9.85,12.0,7.2,POINT (13808069.637997655 1101938.3518183355)
ISCBUL,610329315,2014.080567,2014,1,30,9,46,12,124.73,9.75,23.0,4.5,POINT (13884880.086645013 1090641.5572689108)
ISCBUL,611783043,2015.557901,2015,7,23,15,12,32,124.74,9.68,33.0,4.7,POINT (13885993.281552944 1082735.8187730978)
ISCBUL,614563808,2016.160864,2016,2,29,0,53,35,124.74,9.88,21.28,4.7,POINT (13885993.281552944 1105328.0561823228)
PIVS,3000038312,2016.402301,2016,5,27,15,28,12,124.07,9.85,6.0,4.6,POINT (13811409.22272145 1101938.3518183355)
ISCBUL,616069864,2016.424536,2016,6,4,19,18,53,124.25,10.12,5.0,4.3,POINT (13831446.731064241 1132456.9028585616)
ISCBUL,616561553,2016.58091,2016,8,1,4,39,28,124.47,9.65,7.0,4.3,POINT (13855937.019038761 1079348.1501501417)
ISCBUL,616572698,2016.832656,2016,11,1,14,1,50,123.92,9.81,7.0,4.9,POINT (13794711.299102461 1097419.2251742997)
ISCBUL,616646087,2016.880242,2016,11,19,1,10,21,124.71,9.77,24.0,4.4,POINT (13882653.696829148 1092900.6440182207)
PIVS,3000039602,2017.19542,2017,3,13,7,52,54,123.62,9.7,1.0,4.2,POINT (13761315.451864477 1084994.4325576928)
ISCGEM,2000002557,2017.380948,2017,5,20,1,6,14,123.95,9.31,547.2,6.0,POINT (13798050.88382626 1040975.4141008536)
PIVS,3000040219,2017.393394,2017,5,24,14,8,4,124.48,9.72,7.0,4.8,POINT (13857050.213946696 1087253.1811108377)
ISCBUL,618855620,2017.571619,2017,7,28,15,23,6,123.64,9.68,32.0,4.1,POINT (13763541.841680344 1082735.8187730978)
ISCBUL,619441929,2017.593579,2017,8,5,15,45,6,124.5,10.19,112.0,4.1,POINT (13859276.603762558 1140373.2826768907)
ISCBUL,619442346,2017.604546,2017,8,9,15,49,23,124.09,9.93,3.0,5.1,POINT (13813635.612537319 1110978.2509109431)
PIVS,3000041072,2017.813683,2017,10,24,23,51,56,124.67,9.87,1.0,4.1,POINT (13878200.917197416 1104198.1204279147)
PIVS,3000041671,2018.212645,2018,3,19,14,46,7,124.58,9.7,8.0,4.8,POINT (13868182.163026022 1084994.4325576928)
PIVS,3000042097,2018.463326,2018,6,19,2,43,58,124.03,9.87,6.0,4.5,POINT (13806956.44308972 1104198.1204279147)
ISCBUL,621309478,2018.628681,2018,8,18,11,14,41,124.15,10.2,35.0,4.4,POINT (13820314.781984914 1141504.335717432)
ISCBUL,619053429,2018.65637,2018,8,28,13,47,51,124.5,10.04,0.0,4.0,POINT (13859276.603762558 1123411.7244783677)
PIVS,3000042820,2018.835708,2018,11,2,0,48,21,124.07,9.91,3.0,4.3,POINT (13811409.22272145 1108718.0696821064)
ISCBUL,622045871,2019.227727,2019,3,25,2,53,4,123.93,9.84,35.0,4.8,POINT (13795824.494010393 1100808.5188901688)
ISCBUL,626521230,2020.720778,2020,9,21,12,36,44,124.16,9.95,7.08,4.1,POINT (13821427.976892846 1113238.5702639013)
ISCBUL,626681119,2020.993935,2020,12,30,18,34,38,124.26,9.41,532.8,4.7,POINT (13832559.925972175 1052257.5760028877)
ISCBUL,627549942,2021.144315,2021,2,22,16,11,45,124.69,9.77,10.0,4.3,POINT (13880427.307013283 1092900.6440182207)
